label,t,r,accepted_rows,scoreable_rows_in_local_snapshot,representative_sha256,submission_id,polynomial_index
24T21679,21679,4,1,0,e006bf7945b7d3313c40423b1d2987d96080054dd51a5cb0588e6ddbf999d516,sub_ff715a6c7eaa4613828764a22978214b,13
24T21702,21702,0,1,1,db13b58efa497b7386e629ef89d09b77ffa7d635fdf11e966af97c1e2d7852de,sub_169d64a24fd0487bb1f5f0c60b3c7ae5,760
24T21702,21702,4,1,0,399aa9362b740aabf0816b68f31c3d746fbf77928f3b8837f88de17fb4ea1bbc,sub_ffcb4bc3240b49fb86f11997ff5d61ce,17
24T21702,21702,8,1,0,eec9a6fc39e16fee0809ad75bb990614bec069071147b99adc9ea14a9e67465c,sub_ffcb4bc3240b49fb86f11997ff5d61ce,6
24T21702,21702,12,1,0,e1e85ad15e7b0ccfcd3d3a65964571155200468b3de28eb6b045aa69d4ddb2ba,sub_ffcb4bc3240b49fb86f11997ff5d61ce,14
24T21702,21702,16,1,0,306ecf82308cc2c2a04c947b76f10fba5ec885317c7aac547db519161e73288e,sub_ffcb4bc3240b49fb86f11997ff5d61ce,7
24T21702,21702,20,1,0,0666853ff0276ab675b4e10968780c8c9e98102dfa4bcb2b52e05332da39381a,sub_57c9957ba5ba4a319140d7371596a9da,6
24T21702,21702,24,1,1,820617050607818a07ed0c5fb83ccf35d8a23ec53aeb168d011b02c658a69dfb,sub_e3e1900593474d66a95c7aaa9dc7015e,0
24T21707,21707,8,1,0,4946a70b80a29d945b1e958d44da2e0ff1fbdcfc993da59c38c0abbfaffd7e41,sub_dfe6701cf3434798bdd2bcc13e515163,10
24T21707,21707,16,1,0,802a4907740aee8a19b4d52b09d1834e24db4dc93d9905254a53b40129fdf659,sub_dfe6701cf3434798bdd2bcc13e515163,9
24T21710,21710,16,1,0,7b21096b54c9034b41f16cfda7862cca403b74d4b96656556423f446b0621770,sub_dfe6701cf3434798bdd2bcc13e515163,12
24T21711,21711,8,1,0,856d1d765881fb69cad07b4c53a38eeb794a456cdf7d938eef1de9b2417f6ea9,sub_dfe6701cf3434798bdd2bcc13e515163,11
24T21743,21743,0,1,1,5b675a0e1e6f2a0ae433b8a44fd3504a59479fc78be2ba14bd3515b03d9b9797,sub_3b36cde6bccc4a019a422d853a6c4353,53
24T21744,21744,0,1,0,9b3eb1c97f422425512cd255cacb6ec917a92f5825e098e9b84b07a4e0f5a8c6,sub_ff715a6c7eaa4613828764a22978214b,48
24T21744,21744,8,1,0,933e1cd709693d7396e1da697dc46129bc1c2e077bbb64e5b70462798291287e,sub_ff715a6c7eaa4613828764a22978214b,24
24T21744,21744,16,1,0,fe95acc44cdccc629c0b36a38f23f26a59d6b3a38b43e8cbe0d931aaf5c5a00d,sub_4778563c6a834b428572c13256f62ffe,9
24T21744,21744,24,1,0,4b6f4d641ab3f4289a77c1bd4f14103e95ad02e3403e4bcc321c8021c61dcf60,sub_2687b536bf0d4a0eb2918a4b6604e853,7
24T21760,21760,4,1,0,cde0dc0a1590d2d02852f614446a7b3030bb2c943cbf3193e7836ac9a3e4c86e,sub_1b1b3a2a1e064d7bb1b59bb8d824291d,21
24T21770,21770,0,1,0,c7d033893dedcdb497d0aca12a75a4060aad5ab0b7d429a823c8914812f14f30,sub_ff715a6c7eaa4613828764a22978214b,25
24T21770,21770,8,1,0,8fc0eed8301fbaf25c66afb788bbd14c4ebdf86de468a0c34c72d0a37e3301a1,sub_ff715a6c7eaa4613828764a22978214b,14
24T21770,21770,12,1,0,36bb493f2b454292f6135c161d9ceddbe0f551d25fe85670c0fcbacc30fe9d84,sub_ff715a6c7eaa4613828764a22978214b,15
24T21770,21770,16,1,0,640f4c02a465b4da3682f7372a38bfa0bb8b7bb7613f7c5b0a234846bac1c55b,sub_2687b536bf0d4a0eb2918a4b6604e853,8
24T21770,21770,20,1,0,599e117fac20ec8633ded02d1a2d36261c4331a00252d12b9b0ff951d6fddc2f,sub_2687b536bf0d4a0eb2918a4b6604e853,9
24T21770,21770,24,1,0,df6c3c796f6208829293ba5dc17df82b7f5173f749e350cdcf83d8675f4c1813,sub_2687b536bf0d4a0eb2918a4b6604e853,10
24T21797,21797,0,15,15,f9a6ec6a59e9357dac6cfbb2e1fdb343a258e8ced73d8367912b8f2e8ebbdd41,sub_e31f7c85c77d4fb98934e17f87040045,48
24T21797,21797,4,5,5,ab0dcb8ce6ef2470fccb655d2e5535b2b97524c5652f1a0aa12561b4804cf3fa,sub_e31f7c85c77d4fb98934e17f87040045,36
24T21797,21797,8,38,38,dbd5d6b5eb743e44660bfddcfcc5613459f0b6b391ca3a4370c74387d3743c76,sub_e646407000194117a91934ae6b0b4d6c,20
24T21797,21797,12,2,2,8122ee995e04f72cd1974d878be73d2c1e3b6fce7432dc37fefa55aefcd378b8,sub_e646407000194117a91934ae6b0b4d6c,105
24T21797,21797,16,2,2,f749de0789a1efa482e167090158f7f438a53d4502627ad17f9bac148a704594,sub_e646407000194117a91934ae6b0b4d6c,45
24T21797,21797,24,3,3,41b31a170c8db7aa1fe9fef3c8d3456c33e870a914b7a335ceaee0f91ccc8d56,sub_e646407000194117a91934ae6b0b4d6c,34
24T21799,21799,8,1,1,51566edf90acff26f50d7420cc7d349d93753b9a7dce84cdbabdc705fe18ea99,sub_e646407000194117a91934ae6b0b4d6c,131
24T21799,21799,24,1,1,cba69ac3e7a56051414df745715c58d6810fd44958b35a012950521037a5e23a,sub_e646407000194117a91934ae6b0b4d6c,130
24T21801,21801,0,18,18,e0a40b528b6e27a33f5b640dd83793d8619007f349e94fffe6b2b029efa9bbac,sub_4b6afc9bd54b479eb0f46708b1bf755b,31
24T21801,21801,4,2,2,cda9b84004f01bb54ad21fceea5cb66d6bff18a3a67f4a17b7358d016516c886,sub_4b6afc9bd54b479eb0f46708b1bf755b,72
24T21801,21801,16,1,1,ec50725d1f51c7ef6f719c148ade9b9cd939889387e684ae9266ad77d21007d6,sub_4b6afc9bd54b479eb0f46708b1bf755b,49
24T21801,21801,20,2,2,7d81197f10b7482a92da264ab48f9932f41feead0014b6eddbee899a4f4e657f,sub_4b6afc9bd54b479eb0f46708b1bf755b,42
24T21806,21806,0,31,31,9e640ca02d70c549c62dfd18500302665557ffbd8042dfd9aff4c7e7c2960cd1,sub_8c128ffb1b9f4f94aa70be155100992f,24
24T21806,21806,4,12,12,82facad3989fb4942808d2127e96357b48265ccf77e6fb6954116d8ce2991591,sub_a1095d7ebfd14776bc3ed920de2eba07,2
24T21806,21806,8,25,25,e2c521aaf4502aa4ad4e92ab59d10eb60bfcd6b2e7b436df967657f16032554e,sub_a1095d7ebfd14776bc3ed920de2eba07,3
24T21806,21806,12,4,4,631eed2600419e7fbe55f46d9b11d805b517e593a348c3de28a029c922f7637d,sub_a1095d7ebfd14776bc3ed920de2eba07,40
24T21806,21806,16,2,2,e0253f1d45976da70535dd38e9c1e31f39cd04c1ccbb4cefa40dd12db66c9a47,sub_a1095d7ebfd14776bc3ed920de2eba07,22
24T21810,21810,0,50,50,4afb62994ff327276f197da11902654be8a3a8e01101634363cdac4716442153,sub_e646407000194117a91934ae6b0b4d6c,46
24T21810,21810,4,6,6,e75698f02be3d8e6cdc3951ed4c5bded0ca5cb5891057a520f25557e673dcf6e,sub_e646407000194117a91934ae6b0b4d6c,136
24T21810,21810,8,9,9,c02cadd4eee0c0e8e4cf03c09f90ad54df38a8f4a20cf6e14e7e788ce27a7c4a,sub_e646407000194117a91934ae6b0b4d6c,0
24T21817,21817,0,1,1,7d588c2086f4fdc210dd46ba19020524c9648bae367bc425409f544fb96b87f8,sub_620e72fac2904c23bdaf573ca6273240,204
24T21817,21817,4,1,1,2aa8c26fe4e1e6658eb9ac28d51297b2d229f3bf60f0c2c0e84d13acfc3f052b,sub_b97d316041334d9fa21535acbae1482d,428
24T21817,21817,8,1,1,f32fc5ec2f61160cca199b59127ff3cbe7c3c204f4a7b5afef9f3faa60206a97,sub_b97d316041334d9fa21535acbae1482d,430
24T21817,21817,12,1,1,a676ce1a12add7a8b946eae45f58200551442051e6c83cf5591eeac4ebb6c6aa,sub_b97d316041334d9fa21535acbae1482d,436
24T21817,21817,16,1,1,e8116133bb860f885db0ed6708a3031b92da1a2a4a6d050ee28af2fde60b2373,sub_b97d316041334d9fa21535acbae1482d,426
24T21817,21817,20,1,1,32042d7ca9068d12929084d57c4213574f53afac84e48c0eb30bfd08d1afd005,sub_b97d316041334d9fa21535acbae1482d,229
24T21817,21817,24,1,1,5c09ebd8dea4a51c4f004f350f5011c80ad533b2792a3f685676dc85475d0b2f,sub_43f61dfb464e4f41829f5c417a1a3df5,771
24T21820,21820,0,1,1,3ca0245342826f32119ca7a98af1c899e4e5581cdce97e712e79ef71058ff3d3,sub_620e72fac2904c23bdaf573ca6273240,291
24T21820,21820,4,2,2,22c4da773364726a9d73b2bde476b4837df494ada97c4bb24aa7c6be710a2537,sub_1f7aa0c119a84d83b90404c912d035b0,757
24T21820,21820,8,1,1,c554f1eaf4ab4213cdb82b5027a91808ff30bc53fdb5b3dbbc1a7016d3b5d7e8,sub_620e72fac2904c23bdaf573ca6273240,84
24T21820,21820,12,1,1,b09759ca7714b643c907f316a66affe070a0f0d57244690a02d80f22ce9f39a5,sub_620e72fac2904c23bdaf573ca6273240,76
24T21820,21820,16,1,1,4ef9f73e9057639c8d65e9a3fa065bba67e69af335b1a26d274ee29f96570f9c,sub_620e72fac2904c23bdaf573ca6273240,245
24T21820,21820,20,1,1,662b742ac86116eb1731e727fd02ace7b750c71ba6206a7249ed6252cff6dcae,sub_b97d316041334d9fa21535acbae1482d,686
24T21820,21820,24,1,1,5f44307f071f0f3518a6b61dc218835569fcfd221d6be1c4367146e1392c4fa2,sub_b97d316041334d9fa21535acbae1482d,70
24T21822,21822,4,5,5,e6bd439eb4b0ed83b0c7d96dc0d286f0d43afb33fd59b5167357e49e74eb7af3,sub_14d638ce916543a687021d6a4989bcff,4
24T21822,21822,8,3,3,1c01012e82d029d3c4820b730690592508d8791866badfefd405855063c9717c,sub_a8f997effbf04aa7bce74063669e30b4,21
24T21822,21822,12,3,3,f0abe2fc74aaf71695033bf71f9c1eb403145bfaa176a16316214495d61531da,sub_c1f505fced634fbfbd1d6146038fe064,18
24T21822,21822,16,3,3,212d226952f98dfd99f1abd56251cb495cb333c9601dc2c6b15c95635db3eb7c,sub_a8f997effbf04aa7bce74063669e30b4,13
24T21822,21822,20,5,5,3bdc4caaed63bc975ee92557901464d0f2476898f03f4ad2c53b744a653f0ca9,sub_14d638ce916543a687021d6a4989bcff,7
24T21823,21823,0,1,1,df7ef8aef52a2f11b6b8bfb373578b0d29c89f8b2c096741de00e8258e4d86fb,sub_341c04f7172340ef9e2f908f3af3356e,692
24T21823,21823,4,1,1,f58b132c4c31b90ea8299f9779463343cac62e9d4838e173ba5f0cc3404ca264,sub_b97d316041334d9fa21535acbae1482d,990
24T21823,21823,8,2,2,2df33129cf37787f47e7db6664ed3ab619352f5d3dadae8df91c34cbc8d1067f,sub_aac6f9ff619a42f09837847ff01248a4,594
24T21823,21823,12,2,2,e3d1f201f21b4af5788986bf3630adb6ad0f78b23d09f7c001e231c18b6dba06,sub_aac6f9ff619a42f09837847ff01248a4,595
24T21823,21823,16,2,2,1892d7bfc56b01e05b6b76be5c5ffe0a4ba038b101b289cd930e7e02cc7145a1,sub_aac6f9ff619a42f09837847ff01248a4,596
24T21823,21823,20,1,1,9c581908400dc2c7018aae5335b59206b9b98b75b957786852205f4cfe15fb92,sub_b97d316041334d9fa21535acbae1482d,434
24T21823,21823,24,1,1,31fba77216ac5768851bd6d74d86d2239efdc4a7f16c4b4e1d74a2dab9cb2644,sub_43f61dfb464e4f41829f5c417a1a3df5,986
24T21826,21826,0,1,1,a4d4b5d042abb579c0aaf39daf557928065972249743363c91d73c19ecd8c27f,sub_620e72fac2904c23bdaf573ca6273240,275
24T21826,21826,4,3,3,0c8439b5e4c98246c40b02aa2ef08bd2890198496f0f819eba69e217aa7d23b9,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,661
24T21826,21826,8,2,2,61477e17b2aad06eefc8d4839457766008fa43363e07b9241b588bdd2cb2ef92,sub_2fe8e857d8fa4920ad52292814c7bcd1,666
24T21826,21826,12,1,1,38be8b4bab56c4d438c657171539869f7c08894a750fb6042e72b173ed72e931,sub_b97d316041334d9fa21535acbae1482d,868
24T21826,21826,16,1,1,82f4c2473cb3359d55ba80337234bbc9b056b51013a2b254da78430f31dac04e,sub_620e72fac2904c23bdaf573ca6273240,120
24T21826,21826,20,1,1,17bb9bc20203c5e89e62197f5e89793433f60d3ebcd09fbe22addda2cb9f5179,sub_620e72fac2904c23bdaf573ca6273240,14
24T21826,21826,24,1,1,6c109ba5e51a1ecbd6681ba0c82fa7fcd790ce0df3f0ccee1dae56a0597e0e6d,sub_b97d316041334d9fa21535acbae1482d,33
24T21828,21828,0,2,0,7d9355d6893b11648140b04be9bfc51310a758c597282f98b5fbc99a820e85d5,sub_3ce45f83f4164cfe8ffa636e2183f1cc,539
24T21828,21828,4,4,4,97a61be3b3ebe8b75c55f1b90545190f4bb667a6a61c28c8167ce0bf08910043,sub_3c24aea00e824020b1c3ca74205400ad,850
24T21828,21828,8,7,7,1fbbaefd24006d8c326c4a76c0680df7f6d4282d5a34a7d1bca838887a366438,sub_65b0569835364333b9d87a5f8118adf3,909
24T21828,21828,12,6,4,9af1719fe31a0e3f938807a69f30db45b89a9bc25b8f46e361ea26cb6af08298,sub_f245c5732c0643d6a7bd0914a13bc00e,924
24T21828,21828,16,5,4,b74bcd3600934ad66e3d4ec545714c82544a47bb49947876bd38109936830bb9,sub_65b0569835364333b9d87a5f8118adf3,914
24T21828,21828,20,3,1,1ee3b24df85cde624cf421ff06db2717337f9b0983a2ff20797d808eb2289004,sub_3c24aea00e824020b1c3ca74205400ad,856
24T21830,21830,4,2,2,b3581bc14f1efe2733a5dc7732267997f4be7a7ee4133fa4153581f86091e1ca,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,790
24T21830,21830,8,2,2,3f70fae6df8b54e774fe31c123a10dd25a2f6cb861240d36541867978e899537,sub_3c24aea00e824020b1c3ca74205400ad,859
24T21830,21830,16,2,2,1c67bcc3272f53937b7973e403a1dc31e4665c1f9eaeed0fa69c358ef75c92b6,sub_1f7aa0c119a84d83b90404c912d035b0,857
24T21830,21830,20,2,2,1c5ff9e853565cdadee19ff55aa7bb016cb7583b9151d6d722ba6d22c49e1077,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,793
24T21832,21832,0,1,1,25370efb67608a86e5e30d6b7be2a3d8a34eaf5ee53297814fa97ebc648bedf3,sub_a8f997effbf04aa7bce74063669e30b4,25
24T21832,21832,4,1,1,90a9c77ae2d7bb06e5b872819b2ebbc41709187bb236e6949c9d70915836ba43,sub_a8f997effbf04aa7bce74063669e30b4,24
24T21832,21832,8,1,1,64cbda8f1e2e64a7391c6aabc1dad0c1a167739aa5e56cef956a95f699b94c30,sub_a8f997effbf04aa7bce74063669e30b4,7
24T21832,21832,12,1,1,b791fda20a58b95a0b3569b2c8e807450bda19a96de424e4c5d8b4cd704b3aca,sub_a8f997effbf04aa7bce74063669e30b4,3
24T21832,21832,16,1,1,7930046f1e5fbf550660bbc1d109b1d0c251b2b1e3d2797d70f98f51e57186c3,sub_a8f997effbf04aa7bce74063669e30b4,12
24T21832,21832,20,1,1,240024c9b0bde8589c8a41f9ad832308b382a9db41b593b485e6c711a5ade42d,sub_a8f997effbf04aa7bce74063669e30b4,1
24T21832,21832,24,1,1,66296cae9f5b49fec9ea30b3ccb3dcca33fe3a13a4cfe51347ee17f11fb9158b,sub_60ebcccea7004efea1c78c5d47af3168,4
24T21833,21833,0,12,7,9d9f35c71a3b0016591871cbf085ef1b6063069c820483be2ef7a41d3ef5ff1e,sub_fa00e08cdd06472caf80b9b6e5d26336,411
24T21833,21833,4,4,3,9dfb12f6d6acce595e7cdf840feec333f729a0fdf857831a6cd9942ba238c4d0,sub_1da79e6b7050490fa02a20dc368316e5,115
24T21833,21833,8,1,0,8f02122c063fdf55096ba205ffe9b0bcb33191ac0bfb767b83bf37dd0bb43997,sub_57c9957ba5ba4a319140d7371596a9da,4
24T21833,21833,12,3,2,23008fdca92a087731c0c2a73cda8694be78086a851da72cf1350fda43602abf,sub_1da79e6b7050490fa02a20dc368316e5,24
24T21833,21833,16,2,2,605a0dc890a979891c41f9f736aa78dfe7c2d5af85b6588fd4879daa51086609,sub_1da79e6b7050490fa02a20dc368316e5,58
24T21833,21833,24,2,1,0d2876b3854262f1244b60afab130203aa2082062e2b7a2c9b433b9119a021e3,sub_1da79e6b7050490fa02a20dc368316e5,25
24T21836,21836,2,6,6,7017a568d031c2784b24a7918a5a67c1a4f423cf0b60f32c4749727e559c8af9,sub_bc982f5e112c4abababf1d2233215eb8,502
24T21837,21837,0,1,1,de330fd51887e1de951e20564377fc1dafa30b23b86cff324270e59ce288cdc3,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,23
24T21837,21837,4,1,1,ac7dc4864c21f3e8845f6c3031c29db3401e323af1e961c4b00803593b5e094a,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,49
24T21837,21837,8,1,1,772afede0d8021a44734dbfc5d2f41e1dd07d0bbb005a0e135358566ba8169ee,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,73
24T21837,21837,12,1,1,636736c3b0a98bdeba11525594c1ebc8bee5ad813c0e084fc9505f7f2499f19b,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,104
24T21837,21837,16,1,1,a5783418738c0ad7c29ac7eb986c4c7dc02a57f14afbcbf275bb87eba76490b9,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,146
24T21837,21837,20,1,1,3df5dc9c0a3c7f63349c9a5d84e8f9ff0fdfe0b0ede6fab43c5f040dc2517fe5,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,168
24T21837,21837,24,1,1,8b8f01fb998709284853fcd6e813ccd40feac166ee8c086b0e6b52aaac9052f6,sub_853cd5bf4d614fe6b86dd61e1ee1b77b,201
24T21838,21838,4,1,1,ab94d38579bc390da6699b2e30ca2f2d2aa2b0a597907b39ab84e4791e1fce7a,sub_acb918257da44cada3dc28727e9d6080,35
24T21838,21838,12,1,1,ccecb1350609d16a6c750c7c5913524804831f5cdc46cdbd9c89f440f9268ea6,sub_acb918257da44cada3dc28727e9d6080,37
24T21838,21838,20,1,1,b02f8f24394e22aed806448b4358b2ca3724fa53dc1d8c3bb63f512f20aaa6c0,sub_acb918257da44cada3dc28727e9d6080,39
24T21844,21844,0,1732,1732,c832fab1a2aa74891941f66efca4f30cb659114440ffd2a2038bb9d227671923,sub_045c7049e5c94413a00765b86a91084f,123
24T21844,21844,4,706,706,d6ce35e1409872f4e1260bdfd02759c20ba4cabd400f827e43e0dfdde54ceea9,sub_03768099c207463eb7c169ac4ff0c0cb,203
24T21844,21844,8,10,10,b9aa27d935d50d8e5c4fc95b719a776e4edba066ec22eac32e46c361527bc688,sub_133ba2cbee2c4ece9e57784b7bf4ce01,843
24T21846,21846,0,12,7,3eec01702b8c430e504c3624872656f5345ef7c0686a9c949a44a3a1d1f3651b,sub_22470fa377f24b50b772fd76bfa43bda,43
24T21846,21846,4,2,1,18f9825ab5f3c72096fb3b5abd28a7a918743234a475570a550361b70d2eedd0,sub_d2251b71158f4d1fa4dc3ac0b19099a4,881
24T21846,21846,8,6,1,f6926d0d823f497fd32115c7c88f12d4bbd3b580dc3517a356bb3b6a51c01e62,sub_62a9b19d79c844bd8a0909bcf8787d18,611
24T21846,21846,12,1,1,8de078a9a5802aa7bfeaeaee2d0a9f74382dd8b03d98e67a0131e04ab003215a,sub_0bfdaa1bdfc440349040c025dd6bc9ba,41
24T21846,21846,16,2,1,a80932ca4a60cca24e64479d90f77dddfad97859c886f8001984ff8fdfab0931,sub_143f4e76c56f4d1a9c53a0fa56e4c9ea,91
24T21847,21847,0,2,2,677538fc95321849bf0b071c7ce0f205a6fefae45437608f5690cb504aea3184,sub_589dce045f4e4050ac1a8b527fbe1516,990
24T21847,21847,2,1,1,ab6309c16726dc156d84f4e77aac5ecef9f99c0430e4bd161bdc8b1bfbf25a78,sub_7bb618f1debf49789739ae47d5f66d8a,169
24T21847,21847,6,2,2,c24776fbc9b0ca48c084547124feced200b9a81a56c9285639db9c7c7fba58ee,sub_9dfa7d94ad13479a82fe0b0020dd5984,842
24T21849,21849,0,7,7,20ce35d8033ebdbaf95a7414cbc02d419a025274e4c349ac39c93419e75efed4,sub_22470fa377f24b50b772fd76bfa43bda,23
24T21849,21849,4,1,1,61cbb3bfa920b65b30da6e4ea3d634409f607487d3973ccafca8def4fd6a80d0,sub_5d609a731c0945f380c90817d2380290,977
24T21849,21849,8,1,1,1610ebde2aebbf6cb74edad062e0646e8c7bccf80e16b9b622b891092e03eb52,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,983
24T21849,21849,12,1,1,5bfa1a47f29e7e163476b067e88ecc1d32e6073e632b634d8dee0cb5f9c9d27c,sub_5d609a731c0945f380c90817d2380290,978
24T21849,21849,16,1,1,c22b2579322c5ce97754d5ea5c2c6073bc3a99637b2f9c80e2c416aaafec0cd8,sub_c156d1e119164f67a53149cf2a3e8b99,111
24T21849,21849,20,1,1,d197e8baba8740f25c7d20a07fb37ca1dbb7802cc75160616e0f8d2e27f43625,sub_a047b231c67945b3a44e85adb6077fc5,235
24T21849,21849,24,2,2,ff371fe984cb359355b427b6655b91445e8f47e92ffc37deedece96d03796db7,sub_c156d1e119164f67a53149cf2a3e8b99,65
24T21850,21850,0,3,3,3482b95448365d5a4b4b5c2952abbb4820b47018672355095b11dd03e6e3b941,sub_acb918257da44cada3dc28727e9d6080,114
24T21850,21850,4,2,2,c2462d933d3f32a78f6585513b4c6150fb027ee9b2ebedc6834894e87cb4930c,sub_acb918257da44cada3dc28727e9d6080,41
24T21850,21850,8,2,2,2971c03efd282b0a0c76d7b193d3a9755fa60d49ee8bad04949f9675f4e45467,sub_acb918257da44cada3dc28727e9d6080,115
24T21850,21850,12,3,3,7d9f44c7a213b8e5fd5ae334dd5a2f93e824af402afbd4814efdf4666b51e015,sub_acb918257da44cada3dc28727e9d6080,116
24T21850,21850,16,1,1,de82cdf8eec8fbcf9021278777b97500ace580f3ff61d1b111555552de0e2840,sub_acb918257da44cada3dc28727e9d6080,117
24T21850,21850,20,2,2,75f81beb46dd72addac63d235989757711eefad3db9000058d455ce92063b3f3,sub_14d638ce916543a687021d6a4989bcff,16
24T21850,21850,24,2,2,de83a1f6f377b8f3c3edae1e0c63488fc5c04df5fe2f4d1412102e12daf51bc6,sub_60ebcccea7004efea1c78c5d47af3168,12
24T21852,21852,0,1,0,556fa51326cb3560d74090aadf0a7fb2d7a05334676b362f8bb71df163b56716,sub_d084b09fed1e43b780948cff2e3ad2ca,6
24T21852,21852,4,1,0,bdd240f531ebda1cb8a5e3d9d09ab68f8d92e729b09281d64efc815dfb3796e7,sub_d084b09fed1e43b780948cff2e3ad2ca,7
24T21852,21852,8,1,0,8c2490463b0fd6572f1c22da45fa843c404c8419a2c8d3b0c339a870ba3ea21e,sub_d084b09fed1e43b780948cff2e3ad2ca,8
24T21852,21852,12,1,0,54cddb1bde32361d3cc7d48c15e4bd044af624d4d01c92d184b912569d2f13b4,sub_d084b09fed1e43b780948cff2e3ad2ca,9
24T21852,21852,16,1,0,38b648ad575a17ebd6e568fbf5e62d7748d949626e7d9a57136a914868f5329a,sub_da9406b0d0cc4996a85dc61c79a59ab0,79
24T21852,21852,20,1,0,b327310ef6b0f4a5e0f8475794ede88a481a96f8ef35f77198a5245bbb4f84e0,sub_d084b09fed1e43b780948cff2e3ad2ca,10
24T21852,21852,24,1,0,e993cb568d620382530d8cd5ab3f8fe0dc2d908eedc246c204f338466043a5a7,sub_d084b09fed1e43b780948cff2e3ad2ca,11
24T21854,21854,0,3550,3544,b5a8484b7e3a3f8815a5626a92a13078d8c94bb62b3d74a5ddf9a094aaa4d5ab,sub_da556fdb678d4a4b8fefdf2d2cc2a768,798
24T21854,21854,2,279,202,f8a98df2a8b1013408923d2379b4815e373554f47ae3e2d4eb35011528463b1b,sub_cb4300cc10614800ab8d739802dda38c,691
24T21854,21854,4,164,162,0ba0f128fb0544caaea927caa983698c533f06c7b9a8611425438588a3f94994,sub_9aef9e4620514a899004e4c1a5fe77db,696
24T21854,21854,6,329,277,ae7d0f1a9fb1b2201cf4bc78b9da653d327aeaef173cb2b10df04b3654bfde35,sub_ae2ec2f0721a4610aed0e836feb6a6c2,307
24T21854,21854,8,180,173,6771705a17b6d3966b309b6ab991b97519b53a826088c5f55833af88d427a6b1,sub_54b172e8e06e4cf1a468a96a2fb7fd6d,788
24T21854,21854,10,174,102,cb218ec0d3c912f0abb0329eb257b81779a8788e4cd2807a689f95e603ad32ac,sub_e455e109a38a43eb92b71e070f3f955e,855
24T21854,21854,12,262,261,9f320c6740c4fd8b7013f56827e54e757f62780d63c6433149a5fbd4e9b74938,sub_5861248ea8f7434aa6c65c7924fd0d51,166
24T21854,21854,14,137,94,b49c1d1d376d994ced5539bd9c41b88c756c622784acc69c10ef47ca6c369dea,sub_db3298a9a6e644038f98c8d6259e25a8,64
24T21854,21854,16,87,87,3314a6c9cf359abf4b892e957395c5a3bedb86a2c80e517a7b6b851481da2ff3,sub_54b172e8e06e4cf1a468a96a2fb7fd6d,596
24T21854,21854,18,127,96,6599db6e71b5c43e75300457f57897d00ca16c8f024ac8b0a03f5de3830ba170,sub_2c898f17a1da45c280ff2d076dbe53e5,367
24T21854,21854,20,41,41,25235061839652257a59db5760547a8e856ef9777185583073e5bf0bc69006fa,sub_8fa7033677a64b3988908f963cf3444e,613
24T21854,21854,22,102,56,fb17c09550a7daeca27354fea5bcab6bbdc5d95e2684e982280d3a40097eb4e5,sub_db3298a9a6e644038f98c8d6259e25a8,266
24T21854,21854,24,92,92,ee693ad5800f5fe3eb29758e35e6c1b083ece19d98f8322d70dc58a512d8582c,sub_bc51811d70b9446cba64ebff932a42ef,293
24T21855,21855,0,436,431,f065e2ad573fc4f04a42f7e21d81bb49592f6216eaa5a38dbe8fcf9dc1962e07,sub_640eb92226a840fd87e55fc6a08301ac,94
24T21855,21855,2,2,2,9f7df6fc4dd967204dc58f33f8e6f0cf0264359f108dc95c7e7d4e8d4d57716f,sub_2fe8e857d8fa4920ad52292814c7bcd1,495
24T21855,21855,4,2,1,2a74ec0006297d2eab514697da02610f10161e20853bca52c664bf5f0d4c8749,sub_9aebabbf51d941e095e310359dead172,545
24T21855,21855,6,1,1,2ec4db5a685639e674ac1b3703f815841b58f5f293994f84fcaeb0e9a7dd477d,sub_fcdc8c9aef6c4e649761fc3bdf26f1ce,495
24T21855,21855,10,1,1,a093347ad0d6d86b1bdd9b8ca8e89baddb5cbfb527ea70ed255df632888aea5e,sub_96cd8bfdc4c444c0a39d48b9fe01b797,671
24T21855,21855,14,1,1,179ea716dbe0e34bd035d2184eb4faaa645ce30c8b191133f17666d7aa016202,sub_1f7aa0c119a84d83b90404c912d035b0,625
24T21855,21855,16,2,2,5d5180f51276728701d93a920c0909ca9a2409affa59078273fcfe4baec835ef,sub_9aebabbf51d941e095e310359dead172,546
24T21855,21855,18,1,1,924443626a7f66a277f8db4ca157dc957ac2df4a0f71a8079ec3f24401c85395,sub_f0a13c6c019d45c2a4391c084125d54c,609
24T21855,21855,20,4,2,a1e602ea6d757a862fdcf7ef41970dcf16ff04bbf0f6324fe0b857295d7a61a3,sub_9aebabbf51d941e095e310359dead172,547
24T21855,21855,22,2,2,ab589a8c501319fc3207f559105f719e7cba22e95f610ec6b571c48d2110b41d,sub_3c24aea00e824020b1c3ca74205400ad,635
